,price(USD),averageDifficulty,cumulative total number of coins,activeAddresses,Daily Hash Rate(Trillions of hashes/s)
530,377.92,35002482026,13380339.8,208726,266217.3713
531,391.69,35002482026,13383639.8,215756,255777.4744
532,400.95,35002482026,13387414.8,210594,260997.4229
533,394.52,35002482026,13391114.8,184986,260997.4229
534,382.76,35002482026,13394664.8,184643,294057.0964
535,383.98,35002482026,13398764.8,175984,233157.6978
536,391.25,35002482026,13402089.8,231449,233157.6978
537,389.23,35002482026,13405514.8,201483,243597.5947
538,382.42,35002482026,13409339.8,210565,297537.0621
539,386.12,35002482026,13413314.8,202427,297537.0621
540,382.96,35640558234,13417089.8,198626,291583.5085
541,358.59,35985640265,13421064.8,188294,271906.0938
542,358.61,35985640265,13424939.8,211102,271906.0938
543,347.49,35985640265,13428064.8,213737,266539.5262
544,354.78,35985640265,13432039.8,222936,268328.3821
545,353.21,35985640265,13435489.8,204078,268328.3821
546,357.09,35985640265,13439364.8,200999,309472.0673
547,335.71,35985640265,13443614.8,205465,336304.9055
548,345.01,35985640265,13448314.8,203180,336304.9055
549,338.65,35985640265,13452289.8,173719,293372.3644
550,326.08,35985640265,13456164.8,269127,277272.6615
551,325.57,35985640265,13460389.8,211248,277272.6615
552,327.16,35985640265,13464439.8,204185,314993.4284
553,330.68,38974444342,13467889.8,202134,285462.7945
554,339.46,39603666252,13519789.8,226746,285462.7945
555,349.82,39603666252,13523539.8,222198,307118.5927
556,342.15,39603666252,13527364.8,167370,273650.541
557,345.38,39603666252,13531114.8,249968,273650.541
558,362.27,39603666252,13534789.8,212028,277587.9588
559,365.86,39603666252,13538014.8,202189,265775.7052
560,367.98,39603666252,13541689.8,227411,265775.7052
561,427.27,39603666252,13545314.8,216377,287431.5034
562,418.42,39603666252,13549164.8,221622,295306.3392
563,399.65,39603666252,13552664.8,178182,295306.3392
564,374.73,39603666252,13556414.8,247948,299243.757
565,388.35,39603666252,13560014.8,213375,295306.3392
566,387.79,39671493922,13563864.8,208703,295306.3392
567,373.9,40300030328,13624739.8,201441,274455.5762
568,380.31,40300030328,13628189.8,214251,248412.3463
569,357.88,40300030328,13631364.8,199165,248412.3463
570,351.6,40300030328,13635214.8,179395,282468.8777
571,353.17,40300030328,13638764.8,247119,310515.4329
572,366.95,40300030328,13642439.8,208886,310515.4329
573,376.89,40300030328,13645739.8,211018,286475.5284
574,376.02,40300030328,13649164.8,198960,262435.624
575,370.5,40300030328,13652689.8,212644,262435.624
576,369.37,40300030328,13656389.8,208496,302502.1314
577,376.15,40300030328,13660314.8,187096,312518.7583
578,375.51,40300030328,13664314.8,278357,312518.7583
579,378.25,40300030328,13667564.8,216010,284472.2031
580,379.25,40294179127,13621214.8,254921,242402.3702
581,381.72,40007470271,13570639.8,232442,242402.3702
582,375.72,40007470271,13574289.8,225070,298317.3202
583,369.44,40007470271,13578189.8,224191,288373.4095
584,376.76,40007470271,13581614.8,191147,288373.4095
585,374.84,40007470271,13584764.8,257437,298317.3202
586,374.96,40007470271,13588839.8,246001,276440.7167
587,361.89,40007470271,13592389.8,221393,276440.7167
588,352.2,40007470271,13595964.8,225168,288373.4095
589,344.34,40007470271,13599664.8,217463,282407.0631
590,350.83,40007470271,13603189.8,220484,282407.0631
591,352.38,40007470271,13606839.8,185544,262519.2417
592,346.73,40007470271,13610364.8,282482,304283.6666
593,351.36,40007470271,13613889.8,243581,304283.6666
594,345.67,40007470271,13617464.8,256441,252575.3311
595,326.86,39560758613,13515939.8,245308,272641.7557
596,319.79,39457671307,13471114.8,240373,272641.7557
597,311.18,39457671307,13474539.8,224472,276564.6586
598,317.62,39457671307,13477889.8,253627,284410.4645
599,329.54,39457671307,13481189.8,237395,284410.4645
600,321.07,39457671307,13485289.8,259605,317755.1397
601,332.02,39457671307,13489039.8,245629,296179.1734
602,334.39,39457671307,13492864.8,190444,296179.1734
603,322.29,39457671307,13496814.8,166785,282449.0131
604,319.15,39457671307,13500614.8,187834,313832.2367
605,327.58,39457671307,13504414.8,210413,313832.2367
606,316.16,39457671307,13508639.8,268138,331485.3001
607,317.7,39457671307,13512739.8,200394,286371.916
608,312.72,39740132580,13567739.8,209946,286371.916
609,310.91,40640955017,13671364.8,180281,335365.2901
610,320.43,40640955017,13675489.8,141683,323243.6531
611,314.08,40640955017,13679614.8,208903,323243.6531
612,314.85,40640955017,13683664.8,244379,335365.2901
613,281.15,40640955017,13687964.8,242886,339405.8358
614,265.08,40640955017,13691864.8,242326,339405.8358
615,274.61,40640955017,13695814.8,214837,299000.3791
616,286.08,40640955017,13699314.8,202838,272736.8323
617,294.14,40640955017,13702989.8,231570,272736.8323
618,282.38,40640955017,13706489.8,239247,284858.4693
619,287.3,40640955017,13710164.8,272861,296980.1063
620,274.61,40640955017,13714039.8,250309,296980.1063
621,266.15,41156980051,13717589.8,221134,229513.5336
622,267.39,43971662056,13774989.8,255508,330062.3197
623,223.89,43971662056,13778614.8,252866,330062.3197
624,176.9,43971662056,13782389.8,264915,325690.6334
625,209.07,43971662056,13785864.8,243603,299460.5152
626,207.83,43971662056,13789314.8,279100,299460.5152
627,200.05,43971662056,13793139.8,245989,338805.6924
628,211.47,43971662056,13796739.8,254019,262301.1812
629,212.91,43971662056,13799689.8,226783,262301.1812
630,211.38,43971662056,13803414.8,226710,327876.4765
631,227.32,43971662056,13806789.8,224380,271044.5539
632,233.52,43971662056,13809889.8,215717,271044.5539
633,232.7,43971662056,13813039.8,205059,275416.2403
634,247.35,43971662056,13816164.8,321280,277602.0835
635,254.08,43971662056,13819339.8,261817,277602.0835
636,273.17,42957352412,13771814.8,251617,324166.339
637,263.35,41272873895,13721689.8,200594,348786.5672
638,233.35,41272873895,13725789.8,214531,348786.5672
639,232.77,41272873895,13729239.8,194238,318011.2819
640,226.44,41272873895,13733389.8,277172,348786.5672
641,216.87,41272873895,13737264.8,252411,348786.5672
642,226.49,41272873895,13741239.8,227069,276977.5681
643,237.45,41272873895,13744414.8,241114,330321.396
644,227.51,41272873895,13748389.8,232158,330321.396
645,227.66,41272873895,13752364.8,215607,359044.9957
646,216.92,41272873895,13756789.8,233142,352889.9386
647,222.63,41272873895,13760764.8,195640,352889.9386
648,227.69,41272873895,13764064.8,292663,342533.0607
649,223.39,42458914417,13768089.8,231900,331483.6071
650,220.28,44455415962,13822939.8,232332,331483.6071
651,219.73,44455415962,13826889.8,233790,300545.1371
652,219.21,44455415962,13829864.8,231565,309384.7
653,221.97,44455415962,13833514.8,308752,309384.7
654,235.53,44455415962,13837514.8,262189,296125.3557
655,257.51,44455415962,13841014.8,348345,349162.7328
656,234.82,44455415962,13844939.8,266116,349162.7328
657,233.42,44455415962,13848664.8,272575,355792.405
658,243.78,44455415962,13852839.8,250546,362422.0771
659,236.41,44455415962,13856989.8,214200,362422.0771
660,240.25,44455415962,13860939.8,248540,304964.9185
661,243.75,44455415962,13864489.8,271732,333693.4978
662,244.54,44470177289,13868264.8,273771,333693.4978
663,235.99,46684376317,13871814.8,250528,320255.6249
664,239,46684376317,13875039.8,236695,362028.0977
665,238.89,46684376317,13879014.8,231633,362028.0977
666,237.34,46684376317,13882764.8,227153,366669.4836
667,236.44,46684376317,13886564.8,241525,313293.5461
668,253.52,46684376317,13890114.8,282492,313293.5461
669,254.28,46684376317,13893614.8,276725,348103.9401
670,260.36,46684376317,13897564.8,282537,357386.7119
671,275.05,46684376317,13901514.8,267483,357386.7119
672,281.99,46684376317,13905014.8,241795,264558.9945
673,272.74,46684376317,13908314.8,257487,366669.4836
674,275.6,46684376317,13912014.8,237139,366669.4836
675,272.29,46684376317,13915514.8,256276,362028.0977
676,276.43,46832059251,13969139.8,269305,311208.0239
677,274.81,47427554951,13976289.8,259817,311208.0239
678,289.86,47427554951,13980089.8,249715,391367.6664
679,291.52,47427554951,13983939.8,252122,313565.6604
680,296.13,47427554951,13987214.8,247232,313565.6604
681,294.12,47427554951,13990864.8,242044,315923.297
682,284.44,47427554951,13994139.8,259956,346572.572
683,281.42,47427554951,13997714.8,255965,346572.572
684,285.68,47427554951,14001189.8,262370,337142.0259
685,290.6,47427554951,14004389.8,226566,332426.7528
686,285.07,47427554951,14008214.8,250786,332426.7528
687,255.88,47427554951,14011639.8,270074,332426.7528
688,260.96,47427554951,14015039.8,239081,337142.0259
689,261.64,47427554951,14018814.8,244881,337142.0259
690,259.92,47417554876,13972689.8,274913,358360.7548
691,267.89,46717549645,13919139.8,261333,387831.1122
692,266.58,46717549645,13923464.8,222274,387831.1122
693,247.47,46717549645,13927514.8,224960,346028.9564
694,246.28,46717549645,13931214.8,230879,399442.8222
695,248.57,46717549645,13935489.8,233307,399442.8222
696,246.98,46717549645,13939189.8,236711,350673.6404
697,252.74,46717549645,13943014.8,279006,329772.5625
698,242.88,46717549645,13946564.8,260564,329772.5625
699,247.45,46717549645,13950314.8,268332,329772.5625
700,244.22,46717549645,13953614.8,268254,341384.2724
701,247.09,46717549645,13957764.8,260939,341384.2724
702,253.07,46717549645,13961414.8,237988,357640.6663
703,254.29,46717549645,13965239.8,249662,371157.0054
704,253.76,48985437809,14225614.8,269522,371157.0054
705,260.72,49446390688,14277264.8,249125,390820.9527
706,255.27,49446390688,14281064.8,262556,292501.2162
707,253.06,49446390688,14284189.8,255569,292501.2162
708,244.75,49446390688,14287514.8,247529,349035.0647
709,243.69,49446390688,14291314.8,258200,336745.0976
710,236.02,49446390688,14294814.8,271116,336745.0976
711,236.54,49446390688,14298014.8,255123,346577.0713
712,235.95,49446390688,14301914.8,275339,388362.9593
713,224.76,49446390688,14305639.8,258038,388362.9593
714,219.07,49446390688,14308689.8,226612,339203.091
715,223.92,49446390688,14312139.8,226454,329371.1174
716,228.57,49446390688,14315289.8,231657,329371.1174
717,222.85,49446390688,14318939.8,252184,334287.1042
718,223.46,48876651531,14221914.8,270849,408026.9066
719,222.61,47610564514,14071239.8,250190,408026.9066
720,224.62,47610564514,14075064.8,245910,338442.9619
721,235.6,47610564514,14078864.8,263063,326609.2919
722,234.05,47610564514,14082114.8,263066,326609.2919
723,235.97,47610564514,14085214.8,259790,364477.0359
724,231.24,47610564514,14089289.8,265454,352643.3659
725,226.41,47610564514,14092889.8,275649,352643.3659
726,219.43,47610564514,14096314.8,255440,371577.2379
727,228.97,47610564514,14100139.8,254194,305308.6859
728,225.59,47610564514,14103314.8,261087,305308.6859
729,225.69,47610564514,14106664.8,246411,347909.8979
730,235.94,47610564514,14110364.8,222862,347909.8979
731,232.34,47610564514,14114039.8,268349,347909.8979
732,234.88,47618947536,14117564.8,247957,312624.3333
733,240.36,47643398018,14120764.8,257381,364728.3889
734,238.85,47643398018,14124614.8,263228,364728.3889
735,236.25,47643398018,14128639.8,272342,381306.952
736,229.66,47643398018,14132164.8,261584,350518.1919
737,237.2,47643398018,14135914.8,296615,350518.1919
738,243.77,47643398018,14139139.8,235300,305519.2348
739,241.73,47643398018,14142364.8,270609,352886.5581
740,240.3,47643398018,14146314.8,266171,352886.5581
741,242.15,47643398018,14150064.8,274468,383675.3182
742,241.4,47643398018,14154114.8,248774,331571.2626
743,236.21,47643398018,14157964.8,238229,331571.2626
744,236.96,47643398018,14161639.8,246460,303150.8687
745,237.64,47643398018,14164939.8,263674,419738.3697
746,236.01,48228846401,14169214.8,259127,419738.3697
747,236.89,48807487245,14176514.8,245688,329967.7357
748,233.04,48807487245,14179764.8,255639,344525.1358
749,231.89,48807487245,14183389.8,257272,344525.1358
750,234.02,48807487245,14187264.8,237948,344525.1358
751,235.32,48807487245,14190714.8,247123,291148.0021
752,240.29,48807487245,14193514.8,221840,291148.0021
753,238.98,48807487245,14197164.8,289098,349377.6025
754,240.93,48807487245,14200689.8,260538,327541.5024
755,237.1,48807487245,14204289.8,271049,327541.5024
756,237.07,48807487245,14207739.8,260548,320262.8023
757,237.26,48807487245,14211039.8,256485,380918.6361
758,237.38,48807487245,14214889.8,293460,380918.6361
759,237.09,48807487245,14218289.8,311054,356656.3026
760,233.13,48535929333,14172914.8,294994,332393.9691
761,230.23,47589591154,14022114.8,310813,332393.9691
762,222.89,47589591154,14025864.8,306900,335928.1799
763,225.74,47589591154,14029414.8,292969,335928.1799
764,225.77,47589591154,14032939.8,277531,335928.1799
765,224.15,47589591154,14036389.8,264710,380876.3167
766,225.01,47589591154,14040839.8,267857,395070.4651
767,225.6,47589591154,14044564.8,261175,395070.4651
768,222.88,47589591154,14048489.8,248291,383242.0081
769,228.54,47589591154,14052264.8,283463,373779.2424
770,228.99,47589591154,14056489.8,361008,373779.2424
771,228.85,47589591154,14059864.8,283760,321734.0315
772,229.71,47589591154,14063414.8,300429,373779.2424
773,229.92,47589591154,14067389.8,282778,373779.2424
774,232.44,49124063328,14229314.8,290745,370533.2886
775,233.42,49692386355,14329764.8,321008,303837.2967
776,236.76,49692386355,14332714.8,280541,303837.2967
777,250.82,49692386355,14336664.8,323293,380414.1763
778,249.43,49692386355,14340564.8,282519,397705.7298
779,249.04,49692386355,14344239.8,294773,397705.7298
780,244.53,49692386355,14347589.8,263209,301367.0748
781,245.1,49692386355,14350689.8,281053,365592.8448
782,243.97,49692386355,14354514.8,266005,365592.8448
783,246.93,49692386355,14358014.8,301327,373003.5106
784,244.28,49692386355,14361914.8,268106,395235.5079
785,240.37,49692386355,14365714.8,232177,395235.5079
786,242.6,49692386355,14369564.8,291304,316188.4063
787,243.55,49692386355,14372789.8,295627,363122.6229
788,250.96,49490567919,14322464.8,272459,363122.6229
789,248.72,49402014931,14232814.8,290315,351177.61
790,257.04,49402014931,14236439.8,313893,356089.185
791,263.35,49402014931,14239814.8,309194,356089.185
792,258.55,49402014931,14243664.8,316488,397837.5722
793,255.46,49402014931,14247689.8,301162,380647.0598
794,256.49,49402014931,14251489.8,277347,380647.0598
795,260.8,49402014931,14255039.8,307720,417483.872
796,271.11,49402014931,14259564.8,342128,363456.5474
797,269.96,49402014931,14262914.8,324880,363456.5474
798,265.98,49402014931,14266939.8,323601,338898.6726
799,270.83,49402014931,14270264.8,327766,383102.8473
800,269.16,49402014931,14274114.8,322375,383102.8473
801,284.88,49650905000,14326164.8,319744,350384.7518
802,293.14,51076366304,14376164.8,319701,368157.8914
803,310.83,51076366304,14379864.8,296403,368157.8914
804,292.03,51076366304,14383464.8,285096,391009.0709
805,288.05,51076366304,14387289.8,275285,345306.7119
806,286.04,51076366304,14390639.8,275653,345306.7119
807,278.09,51076366304,14394314.8,253340,406243.1905
808,279.33,51076366304,14398039.8,257392,363079.8515
809,274.77,51076366304,14401839.8,290314,363079.8515
810,273.5,51076366304,14405739.8,284027,355462.7917
811,278.88,51076366304,14408914.8,306249,373235.9313
812,275.66,51076366304,14412764.8,295223,373235.9313
813,277.34,51076366304,14416264.8,256642,426555.35
814,276.01,51076366304,14420489.8,273643,397611.6003
815,288.16,51607092413,14424339.8,243986,397611.6003
816,288.64,52278304846,14427939.8,298836,402809.1376
817,292.64,52278304846,14431664.8,285200,369025.1454
818,293.63,52278304846,14435064.8,298291,369025.1454
819,294.48,52278304846,14438864.8,321419,356031.3023
820,289.1,52278304846,14442214.8,276124,361228.8395
821,287.7,52278304846,14445989.8,303868,361228.8395
822,284.69,52278304846,14449864.8,298805,408006.6749
823,280.45,52278304846,14453639.8,298371,382018.9886
824,282.81,52278304846,14457564.8,298021,382018.9886
825,281.23,52278304846,14460964.8,293112,327444.8473
826,284.85,52278304846,14464289.8,316578,363827.6082
827,281.91,52278304846,14467864.8,295691,363827.6082
828,278.74,52278304846,14471289.8,272880,411296.57
829,279.74,52516565208,14475314.8,273178,353662.6557
830,261.12,52699842409,14478864.8,268041,353662.6557
831,265.48,52699842409,14483039.8,292852,442733.2505
832,264.34,52699842409,14487089.8,269443,322225.9752
833,270.6,52699842409,14490239.8,277814,322225.9752
834,266.18,52699842409,14493914.8,276354,351042.9323
835,264.13,52699842409,14497464.8,272463,351042.9323
836,265.53,52699842409,14500889.8,268287,351042.9323
837,261.87,52699842409,14504339.8,279628,385099.3362
838,258.49,52699842409,14508014.8,283851,377240.1661
839,257.93,52699842409,14511539.8,302537,379859.8895
840,225.67,52699842409,14515439.8,288422,398197.9531
841,226.9,52699842409,14519189.8,277372,406057.1232
842,235.35,52699842409,14523314.8,282523,403437.3998
843,232.66,54207364887,14527264.8,297783,412658.0936
844,230.38,54256630328,14530614.8,288023,369504.306
845,228.11,54256630328,14534489.8,307879,423446.5405
846,210.07,54256630328,14537864.8,288411,372201.4177
847,222.08,54256630328,14541889.8,285266,418052.317
848,226.05,54256630328,14545314.8,277794,401869.6467
849,224.7,54256630328,14549189.8,297477,401869.6467
850,231.55,54256630328,14553189.8,287960,445023.4343
851,229.9,54256630328,14556939.8,284867,388384.0881
852,229.11,54256630328,14560864.8,304796,428840.7639
853,230.26,54256630328,14564714.8,307795,409960.9819
854,228.03,54256630328,14568714.8,290569,415355.2053
855,229.32,54256630328,14572364.8,303103,407263.8701
856,227.21,55936109548,14576264.8,265574,430369.7695
857,230.2,56957648455,14579939.8,318521,427538.3894
858,234.87,56957648455,14583539.8,294414,450189.4299
859,239.93,56957648455,14587339.8,317821,385067.6885
860,239.85,56957648455,14590739.8,334615,393561.8286
861,243.41,56957648455,14594464.8,303153,399224.5888
862,238.34,56957648455,14598739.8,286880,478503.2305
863,238.33,56957648455,14602689.8,317309,489828.7508
864,239.85,56957648455,14606064.8,274687,385067.6885
865,235.24,56957648455,14609839.8,322602,396393.2087
866,230.61,56957648455,14613639.8,307697,450189.4299
867,230.49,56957648455,14617639.8,326856,461514.9501
868,230.25,56957648455,14621189.8,299222,421875.6293
869,229.08,57320908602,14624789.8,316949,399224.5888
870,233.52,59335351234,14628464.8,314363,424738.9884
871,232.86,59335351234,14631589.8,271138,389344.0727
872,231.4,59335351234,14634789.8,341423,353949.157
873,231.22,59335351234,14638089.8,350680,389344.0727
874,226.97,59335351234,14642014.8,355943,471932.2093
875,230.94,59335351234,14645964.8,294921,442436.4463
876,230.36,59335351234,14649464.8,295738,427688.5647
877,234.36,59335351234,14653564.8,295114,477831.362
878,235.08,59335351234,14657239.8,310240,448335.5989
879,234.14,59335351234,14660964.8,326824,409991.1069
880,232.84,59335351234,14664539.8,302930,510276.7014
881,239.02,59335351234,14668889.8,353417,510276.7014
882,236.64,59335351234,14672589.8,329484,465548.4317
883,236,59999898066,14676314.8,298058,377880.2205
884,237.26,60813224039,14679764.8,311843,377880.2205
885,237.2,60813224039,14683389.8,259753,456479.3064
886,238.53,60813224039,14687214.8,306296,447410.1811
887,238.15,60813224039,14691039.8,290693,447410.1811
888,240.36,60813224039,14694589.8,325572,408110.6381
889,246.17,60813224039,14697914.8,308697,414156.7217
890,243.07,60813224039,14701414.8,314037,414156.7217
891,242.5,60813224039,14704564.8,265620,450433.2228
892,243.74,60813224039,14708564.8,323737,453456.2646
893,244.74,60813224039,14712214.8,294439,453456.2646
894,246.88,60813224039,14715764.8,309767,405087.5964
895,245.2,60813224039,14719189.8,306238,459502.3481
896,249.49,60813224039,14722989.8,309792,459502.3481
897,252.11,60848950070,14727139.8,365671,469115.464
898,254.3,60883825480,14730739.8,335835,396478.2309
899,262.75,60883825480,14734139.8,370216,396478.2309
900,270.91,60883825480,14737764.8,334791,432796.8474
901,261.86,60883825480,14741889.8,349102,502407.5292
902,263.57,60883825480,14745089.8,400900,384372.0253
903,269.31,60883825480,14748689.8,356706,438849.9502
904,266.5,60883825480,14752389.8,344306,475168.5668
905,273.65,60883825480,14756114.8,370420,466088.9126
906,276.5,60883825480,14759739.8,377017,420690.6419
907,281.45,60883825480,14763614.8,372966,469115.464
908,283.63,60883825480,14767714.8,375812,460035.8099
909,285.18,60883825480,14771389.8,355490,478195.1182
910,293.7,60883825480,14774864.8,350477,411610.9878
911,304.32,62045283044,14778639.8,382999,458010.0135
912,313.94,62253982450,14782914.8,378895,507524.6095
913,328.51,62253982450,14786589.8,367606,470388.6625
914,315.01,62253982450,14790414.8,392575,492051.2982
915,325.94,62253982450,14794239.8,397127,448726.0267
916,361.87,62253982450,14798114.8,448868,488956.636
917,403.66,62253982450,14801989.8,497257,479672.6492
918,408.08,62253982450,14805639.8,445547,461104.6757
919,388.05,62253982450,14809264.8,431450,423968.7287
920,374.27,62253982450,14813064.8,366087,504429.9473
921,384.28,62253982450,14816539.8,377659,433252.7154
922,374.32,62253982450,14820264.8,418274,454915.3512
923,379.98,62253982450,14823914.8,394737,442536.7022
924,339.82,64200880179,14828114.8,375284,579380.21
925,314.08,65848255180,14832139.8,370346,477906.8399
926,338.5,65848255180,14836139.8,358038,546646.8648
927,336.62,65848255180,14839689.8,386718,497546.847
928,333.05,65848255180,14843689.8,418112,474633.5053
929,319.73,65848255180,14848014.8,402214,576106.8755
930,330.36,65848255180,14851739.8,380647,527006.8577
931,334.59,65848255180,14855564.8,413132,458266.8327
932,334.68,65848255180,14858964.8,357979,458266.8327
933,326.41,65848255180,14863139.8,358006,520460.1886
934,322.09,65848255180,14867489.8,374521,582653.5445
935,326.98,65848255180,14871789.8,376446,569560.2064
936,324.35,65848255180,14875864.8,342182,523733.5231
937,323.01,72061768579,14879764.8,384100,549490.4932
938,320.05,72722780643,14883464.8,364227,556720.6312
939,328.3,72722780643,14887864.8,387024,585641.1835
940,351.86,72722780643,14891189.8,359600,538645.2861
941,357.14,72722780643,14895039.8,414002,527800.079
942,357.47,72722780643,14898764.8,321393,567565.8383
943,371.44,72722780643,14902814.8,489674,542260.3551
944,377.41,72722780643,14906989.8,413030,694093.2545
945,361.85,72722780643,14911014.8,427478,531415.148
946,359.33,72722780643,14914564.8,361065,520569.9409
947,361.26,72722780643,14918389.8,418070,527800.079
948,363.72,72722780643,14922764.8,456577,621791.8738
949,389.55,72883273731,14926739.8,430043,621791.8738
950,389.98,79102380900,14930414.8,435598,593762.3031
951,395.75,79102380900,14934789.8,455232,625219.9086
952,414.44,79102380900,14938989.8,490303,695999.5209
953,417.99,79102380900,14944389.8,493281,770711.3338
954,415.28,79102380900,14948389.8,460519,688135.1195
955,452.33,79102380900,14952439.8,531936,656677.514
956,431.66,79102380900,14955989.8,478113,585897.9018
957,433.27,79102380900,14960864.8,528953,692067.3202
958,443.88,79102380900,14965439.8,494618,758914.7318
959,465.21,79102380900,14969514.8,483265,660609.7147
960,454.78,79102380900,14973389.8,457030,625219.9086
961,455.85,81054834555,14977614.8,452097,629152.1093
962,463.55,93448670796,14981539.8,505082,720030.5864
963,462.23,93448670796,14985664.8,474385,785065.6071
964,442.84,93448670796,14989389.8,502101,715385.2278
965,437.44,93448670796,14993139.8,486000,654995.5657
966,436.72,93448670796,14997064.8,472140,766484.1726
967,443.09,93448670796,15000514.8,448474,692158.4347
968,454.86,93448670796,15004564.8,377621,622478.0553
969,455.76,93448670796,15008839.8,419932,864036.7037
970,416.51,93448670796,15013964.8,406454,905844.9313
971,423.34,93448670796,15017739.8,411519,747902.7381
972,422.1,93448670796,15021714.8,415368,706094.5105
973,433.3,93448670796,15025839.8,405574,803647.0416
974,425.88,99178743060,15029389.8,355266,743604.4442
975,430.72,1.04E+11,15032764.8,316727,697129.1664
976,434.62,1.04E+11,15036389.8,419640,707457.0059
977,433.58,1.04E+11,15040014.8,394144,769424.0429
978,430.06,1.04E+11,15044539.8,418266,903685.9565
979,433.07,1.04E+11,15048464.8,435329,841718.9194
980,431.86,1.04E+11,15051989.8,379421,702293.0862
981,430.01,1.04E+11,15055664.8,430305,743604.4442
982,457.54,1.04E+11,15059989.8,413787,903685.9565
983,453.38,1.04E+11,15063764.8,450627,821063.2404
984,448.24,1.04E+11,15068139.8,432753,877866.3577
985,448.7,1.04E+11,15072389.8,448116,877866.3577
986,448.18,1.04E+11,15076639.8,456763,908849.8762
987,434.67,1.1E+11,15080339.8,425792,862135.5394
988,432.29,1.13E+11,15083664.8,427601,743803.2105
989,430.26,1.13E+11,15086714.8,415708,693089.3552
990,365.07,1.13E+11,15090264.8,501450,783247.3201
991,387.15,1.13E+11,15094039.8,536461,783247.3201
992,381.73,1.13E+11,15098364.8,472936,986102.7412
993,387.03,1.13E+11,15101689.8,419190,839596.0482
994,379.74,1.13E+11,15105489.8,625563,822691.4298
995,419.63,1.13E+11,15108914.8,516771,755072.9561
996,409.75,1.13E+11,15113314.8,501601,929754.0131
997,382.43,1.13E+11,15117789.8,473146,1008642.232
998,388.1,1.13E+11,15122064.8,487622,935388.8859
999,402.32,1.13E+11,15126114.8,517175,974832.9956
1000,392,1.16E+11,15130114.8,533783,978569.9154
1001,392.44,1.2E+11,15133989.8,529075,918901.0182
1002,395.15,1.2E+11,15137639.8,522089,883099.6798
1003,380.11,1.2E+11,15141864.8,531737,1014371.254
1004,378.86,1.2E+11,15146539.8,497567,1056139.482
1005,378.29,1.2E+11,15151064.8,480130,1068073.261
1006,369.35,1.2E+11,15155089.8,600635,1050172.592
1007,372.92,1.2E+11,15159589.8,688829,978569.9154
1008,374.65,1.2E+11,15164064.8,543129,1038238.813
1009,370.17,1.2E+11,15168264.8,463870,1103874.6
1010,388.9,1.2E+11,15172964.8,505481,1074040.151
1011,386.59,1.2E+11,15177964.8,484673,1139675.938
1012,376.51,1.4E+11,15182364.8,525262,1303860.281
1013,376.76,1.44E+11,15186064.8,473992,1153414.864
1014,373.42,1.44E+11,15190464.8,507109,1210727.404
1015,376.15,1.44E+11,15194564.8,496638,1210727.404
1016,382.11,1.44E+11,15199364.8,497789,1375500.956
1017,379.69,1.44E+11,15203639.8,471892,1139086.729
1018,384.64,1.44E+11,15207539.8,445520,1096102.325
1019,392.93,1.44E+11,15211689.8,494551,1289532.147
1020,407.57,1.44E+11,15215489.8,498274,1060281.987
1021,401.43,1.44E+11,15218939.8,479779,1067446.055
1022,407.66,1.44E+11,15222814.8,539728,1002969.447
1023,416.57,1.44E+11,15227039.8,495715,1289532.147
1024,422.73,1.53E+11,15230664.8,510057,1129682.78
1025,421.6,1.63E+11,15290464.8,500214,1284099.851
1026,437.77,1.63E+11,15293664.8,522170,1024028.995
1027,438.99,1.63E+11,15296839.8,538813,1056537.852
1028,438.26,1.63E+11,15300239.8,546376,1097173.923
1029,420.96,1.63E+11,15303189.8,468940,999647.3525
1030,425.04,1.63E+11,15307064.8,525418,1178446.066
1031,424.63,1.63E+11,15310564.8,474690,1219082.137
1032,432.84,1.63E+11,15314239.8,475497,1064665.066
1033,432.57,1.63E+11,15317589.8,488866,1210954.923
1034,433.44,1.63E+11,15320914.8,562749,1097173.923
1035,437.92,1.63E+11,15324439.8,564999,1040283.424
1036,435.13,1.63E+11,15328364.8,557805,1275972.637
1037,423.91,1.63E+11,15331739.8,567272,1080919.495
1038,421.84,1.63E+11,15286714.8,526449,1235336.566
1039,410.78,1.58E+11,15234414.8,520928,1292227.065
1040,400.52,1.58E+11,15238114.8,417387,1094688.803
1041,407.76,1.58E+11,15241439.8,409455,1220696.147
1042,414.46,1.58E+11,15245289.8,465717,1055311.508
1043,413.89,1.58E+11,15249489.8,510618,1299450.738
1044,414.74,1.58E+11,15253364.8,440705,1267948.902
1045,417.24,1.58E+11,15257364.8,424621,1283699.82
1046,421.61,1.58E+11,15260964.8,376520,1141941.557
1047,411.65,1.58E+11,15264289.8,426291,1189194.311
1048,414.2,1.58E+11,15268089.8,456138,1197069.77
1049,416.39,1.58E+11,15272114.8,448952,1197069.77
1050,416.89,1.58E+11,15275914.8,446561,1338828.033
1051,417.89,1.58E+11,15279439.8,477267,1063186.967
1052,420.55,1.62E+11,15282839.8,437659,1135311.137
1053,409.27,1.65E+11,15335139.8,423218,1110630.46
1054,410.4,1.65E+11,15338789.8,437424,1242260.737
1055,413.42,1.65E+11,15342264.8,437620,1036588.429
1056,413.13,1.65E+11,15345964.8,464583,1225806.952
1057,418.16,1.65E+11,15349689.8,432360,1242260.737
1058,418.42,1.65E+11,15353364.8,428038,1242260.737
