date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,generatedCoins,cumulative total number of coins,fees,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
2/2/2010,,,1,,,,167,7250,1891100,0,1.344224971,0,,0,33665,145
3/2/2010,,,2,,,,277,13500,1904600,0,1.344224971,0,,0,58978,270
4/2/2010,,,5,,,,269,11450,1916050,0,1.381515906,2,,0,54479,229
5/2/2010,,,4,,,,472,11150,1927200,0,1.818648536,2,,0,76429,223
6/2/2010,,,14,,,,224,9600,1936800,0,1.818648536,0,,0,45539,192
7/2/2010,,,5,,,,230,10850,1947650,0,1.818648536,2,,0,48371,217
8/2/2010,,,8,,,,329,10000,1957650,0,1.818648536,1,,0,58158,200
9/2/2010,,,3,,,,623,10350,1968000,0.44,1.818648536,1,,0,92495,207
10/2/2010,,,5,,,,777,8400,1976400,0,1.818648536,0,,0,105605,168
11/2/2010,,,5,,,,245,8450,1984850,0,1.818648536,0,,0,45084,169
12/2/2010,,,5,,,,225,9150,1994000,0,1.818648536,1,,0,46843,183
13/2/2010,,,3,,,,318,11600,2005600,0,1.818648536,1,,0,60026,232
14/2/2010,,,11,,,,263,10400,2016000,0,1.822057621,2,,0,52585,208
15/2/2010,,,9,,,,271,8800,2024800,0,2.527738215,4,,0,49069,176
16/2/2010,,,6,,,,217,9750,2034550,0,2.527738215,2,,0,44368,195
17/2/2010,,,11,,,,267,11950,2046500,0,2.527738215,3,,0,55931,239
18/2/2010,,,7,,,,267,10400,2056900,0,2.527738215,1,,0,51875,208
19/2/2010,,,3,,,,198,9600,2066500,0,2.527738215,2,,0,42284,192
20/2/2010,,,2,,,,221,10400,2076900,0,2.527738215,0,,0,46464,208
21/2/2010,,,4,,,,344,11150,2088050,0,2.527738215,1,,0,62714,223
22/2/2010,,,5,,,,531,13000,2101050,0,2.527738215,1,,0,86860,260
23/2/2010,,,1,,,,252,12500,2113550,0,2.527738215,0,,0,54084,250
24/2/2010,,,6,,,,283,8550,2122100,0,3.312055121,0,,0,49425,171
25/2/2010,,,4,,,,300,7700,2129800,0,3.781179252,0,,0,49724,154
26/2/2010,,,4,,,,196,8600,2138400,0,3.781179252,2,,0,39761,172
27/2/2010,,,3,,,,184,8600,2147000,0,3.781179252,0,,0,38434,172
28/2/2010,,,3,,,,264,7800,2154800,0,3.781179252,1,,0,45927,156
1/3/2010,,,4,,,,227,9750,2164550,0,3.781179252,0,,0,45895,195
2/3/2010,,,5,,,,233,9400,2173950,0,3.781179252,0,,0,45381,188
3/3/2010,,,6,,,,260,7600,2181550,0,3.781179252,0,,0,47123,152
4/3/2010,,,3,,,,575,9250,2190800,0,3.781179252,0,,0,84189,185
5/3/2010,,,2,,,,175,8550,2199350,0,3.781179252,0,,0,37276,171
6/3/2010,,,6,,,,274,8850,2208200,0,3.781179252,1,,0,49317,177
7/3/2010,,,4,,,,297,8950,2217150,0,3.781179252,1,,0,52035,179
8/3/2010,,,5,,,,313,6250,2223400,0,4.48308799,2,,0,47962,125
9/3/2010,,,2,,,,229,7300,2230700,0,4.53108175,0,,0,40798,146
10/3/2010,,,7,,,,211,8100,2238800,0,4.53108175,3,,0,40432,162
11/3/2010,,,3,,,,200,6650,2245450,0,4.53108175,0,,0,36104,133
12/3/2010,,,2,,,,130,6050,2251500,0,4.53108175,0,,0,26967,121
13/3/2010,,,1,,,,190,7650,2259150,0,4.53108175,0,,0,37136,153
14/3/2010,,,2,,,,134,6250,2265400,0,4.53108175,0,,0,28379,125
15/3/2010,,,5,,,,145,6750,2272150,0,4.53108175,3,,0,30316,135
16/3/2010,,,3,,,,154,6300,2278450,0,4.53108175,0,,0,30239,126
17/3/2010,,,3,,,,164,6800,2285250,0,4.53108175,0,,0,32391,136
18/3/2010,,,9,,,,225,7000,2292250,0,4.53108175,3,,0,40095,140
19/3/2010,,,9,,,,289,7650,2299900,0,4.53108175,1,,0,47931,153
20/3/2010,,,12,,,,273,9600,2309500,0,4.53108175,6,,0,51036,192
21/3/2010,,,7,,,,193,9150,2318650,0,4.532199165,0,,0,40877,183
22/3/2010,,,7,,,,224,8950,2327600,0,4.56516291,0,,0,43567,179
23/3/2010,,,13,,,,289,10350,2337950,0,4.56516291,1,,0,54284,207
24/3/2010,,,11,,,,208,8550,2346500,0,4.56516291,1,,0,41609,171
25/3/2010,,,15,,,,539,9350,2355850,0,4.56516291,2,,0,80544,187
26/3/2010,,,16,,,,280,9850,2365700,0,4.56516291,1,,0,52068,197
27/3/2010,,,6,,,,206,8900,2374600,0,4.56516291,1,,0,41688,178
28/3/2010,,,6,,,,207,9300,2383900,0,4.56516291,0,,0,42761,186
29/3/2010,,,12,,,,268,9750,2393650,0,4.56516291,0,,0,50417,195
30/3/2010,,,6,,,,226,10750,2404400,0,4.56516291,0,,0,47945,215
31/3/2010,,,5,,,,238,10450,2414850,0,4.56516291,1,,0,48313,209
1/4/2010,,,11,,,,199,8400,2423250,0,5.307220932,0,,0,39900,168
2/4/2010,,,5,,,,179,7800,2431050,0,6.085476906,0,,0,36150,156
3/4/2010,,,5,,,,192,8050,2439100,0,6.085476906,2,,0,38056,161
4/4/2010,,,12,,,,241,8550,2447650,0.26,6.085476906,2,,0,45442,171
5/4/2010,,,28,,,,307,7650,2455300,0,6.085476906,14,,0,52396,153
6/4/2010,,,15,,,,267,7950,2463250,0,6.085476906,5,,0,47108,159
7/4/2010,,,11,,,,303,9650,2472900,0,6.085476906,2,,0,54580,193
8/4/2010,,,12,,,,217,9150,2482050,0,6.085476906,3,,0,47884,183
9/4/2010,,,35,,,,320,9450,2491500,0,6.085476906,17,,0,66267,189
10/4/2010,,,38,,,,556,13000,2504500,0,6.085476906,8,,0,91234,260
11/4/2010,,,42,,,,403,11150,2515650,0,6.085476906,10,,0,72089,223
12/4/2010,,,44,,,,355,10150,2525800,0,7.085060405,9,,0,67266,203
13/4/2010,,,20,,,,241,9450,2535250,0,7.819796993,2,,0,46359,189
14/4/2010,,,43,,,,312,9000,2544250,0,7.819796993,12,,0,56137,180
15/4/2010,,,74,,,,927,10800,2555050,0,7.819796993,42,,0,134861,216
16/4/2010,,,32,,,,434,10100,2565150,0,7.819796993,7,,0,71771,202
17/4/2010,,,29,,,,305,11050,2576200,0,7.819796993,6,,0,60619,221
18/4/2010,,,3106,,,,3468,12250,2588450,0,7.819796993,3059,,0,886809,245
19/4/2010,,,44,,,,546,11600,2600050,0,7.819796993,11,,0,89292,232
20/4/2010,,,38,,,,426,10250,2610300,0,7.819796993,6,,0,73030,205
21/4/2010,,,32,,,,375,10950,2621250,0,7.986213377,6,,0,67271,219
22/4/2010,,,40,,,,233,7950,2629200,0,11.46431581,7,,0,44556,159
23/4/2010,,,50,,,,243,7500,2636700,0,11.46431581,30,,0,46160,150
24/4/2010,,,34,,,,285,8400,2645100,0,11.46431581,6,,0,59894,168
25/4/2010,,,47,,,,344,7900,2653000,0,11.46431581,4,,0,58743,158
26/4/2010,,,47,,,,278,8200,2661200,0,11.46431581,16,,0,52600,164
27/4/2010,,,53,,,,273,9000,2670200,0,11.46431581,20,,0,54474,180
28/4/2010,,,47,,,,323,9000,2679200,0,11.46431581,11,,0,59059,180
29/4/2010,,,33,,,,217,7350,2686550,0,11.46431581,5,,0,41214,147
30/4/2010,,,26,,,,207,7200,2693750,0,11.46431581,8,,0,39495,144
1/5/2010,,,27,,,,264,9150,2702900,0,11.46431581,3,,0,49523,183
2/5/2010,,,25,,,,206,7750,2710650,0,11.46431581,1,,0,40027,155
3/5/2010,,,29,,,,279,7950,2718600,0,11.46431581,2,,0,50135,159
20/5/2010,,,34,,,,287,10150,2728750,0,11.84622815,7,,0,55727,203
21/5/2010,,,59,,,,333,8800,2737550,0,11.84622815,4,,0,65808,176
22/5/2010,,,31,,,,345,9750,2747300,0.99,11.84622815,7,,0,83725,195
23/5/2010,,,98,,,,449,10550,2757850,0,11.84622815,13,,0,78557,211
24/5/2010,,,62,,,,328,9400,2767250,0,11.84622815,4,,0,58565,188
25/5/2010,,,44,,,,345,10500,2777750,0,11.84622815,3,,0,62486,210
26/5/2010,,,64,,,,403,11150,2788900,0,11.84622815,7,,0,75181,223
27/5/2010,,,75,,,,382,9600,2798500,0,11.84622815,8,,0,69584,192
28/5/2010,,,54,,,,360,11150,2809650,0,11.84622815,13,,0,66069,223
4/5/2010,,,41,,,,325,6800,2816450,0,12.24839511,5,,0,57986,136
19/5/2010,,,43,,,,312,8200,2824650,0,12.40886144,12,,0,55789,164
5/5/2010,,,25,,,,296,6850,2831500,0,12.84918315,6,,0,54148,137
6/5/2010,,,28,,,,441,7450,2838950,0,12.84918315,1,,0,66588,149
7/5/2010,,,26,,,,234,6600,2845550,0,12.84918315,1,,0,41488,132
8/5/2010,,,28,,,,446,7700,2853250,0,12.84918315,3,,0,66985,154
9/5/2010,,,40,,,,256,7150,2860400,0,12.84918315,12,,0,49258,143
10/5/2010,,,29,,,,297,6400,2866800,0,12.84918315,4,,0,47575,128
11/5/2010,,,19,,,,160,5550,2872350,0,12.84918315,2,,0,30042,111
12/5/2010,,,32,,,,262,6350,2878700,0,12.84918315,2,,0,46530,127
13/5/2010,,,39,,,,257,6400,2885100,0,12.84918315,3,,0,44038,128
14/5/2010,,,30,,,,249,6150,2891250,6.71,12.84918315,7,,0,191194,123
15/5/2010,,,22,,,,160,4550,2895800,2.64,12.84918315,2,,0,201635,91
16/5/2010,,,20,,,,169,5650,2901450,0,12.84918315,0,,0,30951,113
17/5/2010,,,35,,,,291,7150,2908600,0,12.84918315,4,,0,49714,143
18/5/2010,,,55,,,,303,8400,2917000,0,12.84918315,9,,0,56799,168
29/5/2010,,,55,,,,360,9200,2926200,0,13.42853188,9,,0,64171,184
30/5/2010,,,51,,,,271,7450,2933650,0,16.61907875,0,,0,46287,149
31/5/2010,,,52,,,,281,7100,2940750,0,16.61907875,5,,0,45695,142
1/6/2010,,,48,,,,276,6750,2947500,0,16.61907875,3,,0,46126,135
2/6/2010,,,47,,,,257,7350,2954850,0,16.61907875,4,,0,44144,147
3/6/2010,,,83,,,,402,7600,2962450,0,16.61907875,21,,0,68525,152
4/6/2010,,,48,,,,236,6250,2968700,0,16.61907875,3,,0,38276,125
5/6/2010,,,45,,,,261,7250,2975950,0,16.61907875,5,,0,45514,145
6/6/2010,,,52,,,,270,7400,2983350,0,16.61907875,2,,0,49965,148
7/6/2010,,,52,,,,480,7850,2991200,0,16.61907875,1,,0,72693,157
8/6/2010,,,63,,,,340,8000,2999200,0,16.61907875,2,,0,54586,160
9/6/2010,,,52,,,,352,8400,3007600,0,16.61907875,12,,0,61676,168
10/6/2010,,,57,,,,287,8000,3015600,0,16.61907875,10,,0,49693,160
11/6/2010,,,79,,,,354,8400,3024000,0,16.6236169,25,,0,61990,168
12/6/2010,,,78,,,,293,6750,3030750,0,17.38148816,10,,0,50021,135
13/6/2010,,,67,,,,341,8600,3039350,0,17.38148816,14,,0,60578,172
14/6/2010,,,96,,,,422,8050,3047400,0,17.38148816,35,,0,73004,161
15/6/2010,,,85,,,,365,9200,3056600,0,17.38148816,27,,0,65982,184
16/6/2010,,,50,,,,294,7100,3063700,0,17.38148816,11,,0,58035,142
17/6/2010,,,58,,,,282,7300,3071000,0,17.38148816,8,,0,46951,146
18/6/2010,,,43,,,,274,7500,3078500,0,17.38148816,4,,0,50034,150
19/6/2010,,,64,,,,379,7500,3086000,0,17.38148816,14,,0,72140,150
20/6/2010,,,43,,,,308,9250,3095250,0,17.38148816,12,,0,55001,185
21/6/2010,,,88,,,,346,7700,3102950,0,17.38148816,34,,0,60719,154
22/6/2010,,,71,,,,364,7800,3110750,0,17.38148816,20,,0,60608,156
23/6/2010,,,70,,,,350,9350,3120100,0,17.38148816,22,,0,65819,187
24/6/2010,,,71,,,,368,8450,3128550,0,18.29137822,15,,0,61265,169
25/6/2010,,,60,,,,249,7500,3136050,0,19.40479633,10,,0,47293,150
26/6/2010,,,42,,,,249,7950,3144000,0,19.40479633,8,,0,45518,159
27/6/2010,,,56,,,,316,8900,3152900,0,19.40479633,11,,0,55625,178
28/6/2010,,,78,,,,289,7600,3160500,0,19.40479633,17,,0,53145,152
29/6/2010,,,95,,,,401,8450,3168950,0,19.40479633,35,,0,74471,169
30/6/2010,,,91,,,,450,9100,3178050,1.37,19.40479633,39,,0,219707,182
1/7/2010,,,73,,,,401,10550,3188600,0,19.40479633,15,,0,75308,211
2/7/2010,,,74,,,,378,8350,3196950,0,19.40479633,13,,0,113494,167
3/7/2010,,,74,,,,358,10600,3207550,0,19.40479633,15,,0,72458,212
4/7/2010,,,58,,,,437,8300,3215850,0,19.40479633,6,,0,78667,166
5/7/2010,,,73,,,,380,8950,3224800,0,19.40479633,6,,0,64974,179
6/7/2010,,,39,,,,268,8450,3233250,0,23.13766602,5,,0,50158,169
7/7/2010,,,62,,,,383,7800,3241050,0,23.50125722,22,,0,65794,156
8/7/2010,,,72,,,,314,7550,3248600,0,23.50125722,17,,0,52175,151
9/7/2010,,,69,,,,348,9950,3258550,0,23.50125722,17,,0,61766,199
10/7/2010,,,42,,,,402,9900,3268450,0,23.50125722,11,,0,67545,198
11/7/2010,,,174,,,,587,8950,3277400,0,23.50125722,118,,0,90168,179
12/7/2010,,,1641,,,,3551,32950,3310350,0,23.50125722,1417,,0,601301,659
13/7/2010,,,787,,,,1998,34600,3344950,0,35.26579223,494,,0,360099,692
14/7/2010,,,5554,,,,6763,28900,3373850,0.01,45.38582234,5336,,0,1645594,578
15/7/2010,,,706,,,,2008,31200,3405050,0.66,45.38582234,467,,0,544313,624
16/7/2010,,,676,,,,1723,25250,3430300,0.27,62.37180338,435,,0,308968,505
17/7/2010,,,235,,,,804,8650,3438950,0.05,181.5432894,142,,0,126403,173
18/7/2010,,,248,,,,917,8600,3447550,0.83,181.5432894,152,,0,145561,172
19/7/2010,,,354,,,,972,8700,3456250,0.09,181.5432894,196,,0,145645,174
20/7/2010,,,413,,,,906,9050,3465300,0,181.5432894,311,,0,192893,181
21/7/2010,,,256,,,,809,10350,3475650,0,181.5432894,136,,0,129061,207
22/7/2010,,,221,,,,599,8800,3484450,0,181.5432894,127,,0,100831,176
23/7/2010,,,217,,,,652,9700,3494150,0.01,181.5432894,112,,0,102463,194
24/7/2010,,,705,,,,964,9450,3503600,0,181.5432894,413,,0,288520,189
25/7/2010,,,1592,,,,2132,11550,3515150,2.9,181.5432894,1513,,0,745131,231
26/7/2010,,,224,,,,1238,12150,3527300,1.51,181.5432894,109,,0,242849,243
27/7/2010,,,260,,,,771,8300,3535600,0.67,239.3053367,163,,0,126205,166
28/7/2010,,,1792,,,,674,7950,3543550,1.05,244.2132231,112,,0,544527,159
29/7/2010,,,1687,,,,528,9000,3552550,0.89,244.2132231,101,,0,441239,180
30/7/2010,,,143,,,,583,9100,3561650,0.29,244.2132231,79,,0,112707,182
31/7/2010,,,92,,,,475,10150,3571800,0.3,244.2132231,52,,0,95553,203
1/8/2010,,,125,,,,620,11950,3583750,0.31,244.2132231,82,,0,103256,239
2/8/2010,,,156,,,,627,12100,3595850,0.21,244.2132231,69,,0,105848,242
3/8/2010,,,421,,,,974,11350,3607200,0,244.2132231,329,,0,187252,227
4/8/2010,,,196,,,,731,12150,3619350,0,244.2132231,130,,0,118838,243
5/8/2010,,,297,,,,819,10900,3630250,0,259.0684505,202,,0,202284,218
6/8/2010,,,212,,,,638,7350,3637600,0,352.1612091,138,,0,111297,147
7/8/2010,,,118,,,,514,7750,3645350,2.31,352.1612091,54,,0,99351,155
8/8/2010,,,192,,,,584,9950,3655300,0,352.1612091,127,,0,105310,199
9/8/2010,,,234,,,,778,9500,3664800,4.32,352.1612091,130,,0,297191,190
10/8/2010,,,149,,,,590,9550,3674350,0,352.1612091,66,,0,90881,191
11/8/2010,,,179,,,,701,11650,3686000,0,352.1612091,70,,0,115767,233
12/8/2010,,,175,,,,579,10850,3696850,0,352.1612091,101,,0,99778,217
13/8/2010,,,301,,,,847,10750,3707600,0,352.1612091,222,,0,180029,215
14/8/2010,,,153,,,,563,14050,3721650,0,352.1612091,59,,0,138311,281
15/8/2010,,,108,,,,425,10350,3732000,0,389.9438368,29,,0,83618,207
16/8/2010,,,306,,,,772,7350,3739350,0.67,511.7735343,156,,0,154332,147
17/8/2010,,,189,,,,494,6450,3745800,0,511.7735343,101,,0,87143,129
18/8/2010,,,244,,,,726,6650,3752450,1.56,511.7735343,150,,0,266732,133
19/8/2010,,,190,,,,470,6750,3759200,0,511.7735343,90,,0,84193,135
20/8/2010,,,230,,,,656,9650,3768850,0,511.7735343,115,,0,114996,193
21/8/2010,,,169,,,,528,8650,3777500,0,511.7735343,95,,0,93320,173
22/8/2010,,,154,,,,586,10600,3788100,0,511.7735343,66,,0,100182,212
23/8/2010,,,156,,,,653,10650,3798750,0,511.7735343,76,,0,103967,213
24/8/2010,,,164,,,,632,10750,3809500,0.8,511.7735343,86,,0,179767,215
25/8/2010,,,149,,,,499,10800,3820300,0,511.7735343,63,,0,89739,216
26/8/2010,,,158,,,,652,10500,3830800,0,516.5569668,67,,0,118135,210
27/8/2010,,,123,,,,497,8550,3839350,0,623.3869599,62,,0,81224,171
28/8/2010,,,169,,,,527,8500,3847850,1.10E-06,623.3869599,94,,0,103269,170
29/8/2010,,,98,,,,390,8100,3855950,0.23,623.3869599,52,,0,67018,162
30/8/2010,,,180,,,,522,7450,3863400,0.36,623.3869599,93,,0,100051,149
31/8/2010,,,257,,,,734,9200,3872600,0.2000003,623.3869599,112,,0,179743,184
1/9/2010,,,223,,,,603,7850,3880450,0.0800002,623.3869599,145,,0,140451,157
2/9/2010,,,165,,,,543,7800,3888250,0,623.3869599,81,,0,94844,156
3/9/2010,,,155,,,,500,8200,3896450,0,623.3869599,84,,0,83176,164
4/9/2010,,,93,,,,451,9050,3905500,0,623.3869599,52,,0,74104,181
5/9/2010,,,146,,,,548,8250,3913750,0.01,623.3869599,73,,0,90113,165
6/9/2010,,,120,,,,511,7900,3921650,1.00E-07,623.3869599,59,,0,79929,158
7/9/2010,,,122,,,,403,8000,3929650,0,623.3869599,45,,0,74845,160
8/9/2010,,,174,,,,545,8250,3937900,2.00E-07,696.6125182,96,,0,92533,165
9/9/2010,,,189,,,,514,6750,3944650,0.1100001,712.8848646,106,,0,96488,135
10/9/2010,,,183,,,,541,8850,3953500,1.00E-07,712.8848646,108,,0,99333,177
11/9/2010,,,145,,,,433,8000,3961500,0,712.8848646,74,,0,80912,160
12/9/2010,,,202,,,,711,8850,3970350,0.15,712.8848646,109,,0,123975,177
13/9/2010,,,265,,,,718,8550,3978900,1.00E-07,712.8848646,140,,0,132839,171
14/9/2010,,,221,,,,664,10150,3989050,0.00960352,712.8848646,113,,0,121459,203
15/9/2010,,,261,,,,662,8450,3997500,0,712.8848646,165,,0,129736,169
16/9/2010,,,219,,,,685,10950,4008450,0,712.8848646,93,,0,120795,219
17/9/2010,,,153,,,,1003,10400,4018850,0,712.8848646,58,,0,151120,208
18/9/2010,,,162,,,,562,11850,4030700,0.18,712.8848646,65,,0,107268,237
19/9/2010,,,146,,,,654,10450,4041150,0,893.3156843,75,,0,106524,209
20/9/2010,,,262,,,,705,10150,4051300,0,917.8307413,133,,0,140555,203
21/9/2010,,,638,,,,1216,8600,4059900,1.00E-07,917.8307413,367,,0,267541,172
22/9/2010,,,499,,,,1039,8700,4068600,0,917.8307413,305,,0,216418,174
23/9/2010,,,421,,,,1049,11700,4080300,0,917.8307413,192,,0,195070,234
24/9/2010,,,273,,,,807,11400,4091700,0,917.8307413,127,,0,139809,228
25/9/2010,,,325,,,,825,10350,4102050,0,917.8307413,158,,0,160892,207
26/9/2010,,,195,,,,623,10250,4112300,0,917.8307413,103,,0,120058,205
27/9/2010,,,374,,,,1269,11450,4123750,0.02,917.8307413,196,,0,219307,229
28/9/2010,,,279,,,,1699,10600,4134350,1.44,978.3347879,153,,0,259065,212
29/9/2010,,,811,,,,1198,8200,4142550,0,1318.67005,650,,0,360817,164
30/9/2010,,,219,,,,638,7300,4149850,0,1318.67005,131,,0,109932,146
1/10/2010,,,430,,,,847,7700,4157550,0.56,1318.67005,348,,0,170186,154
2/10/2010,,,401,,,,780,5000,4162550,0.00776813,1318.67005,250,,0,181685,100
3/10/2010,,,255,,,,672,6100,4168650,0.00776625,1318.67005,168,,0,114492,122
4/10/2010,,,254,,,,828,7650,4176300,9.90E-07,1318.67005,174,,0,139628,153
5/10/2010,,,245,,,,704,6300,4182600,0,1318.67005,155,,0,126135,126
6/10/2010,,,236,,,,692,8550,4191150,1.09E-06,1318.67005,132,,0,121525,171
7/10/2010,,,180,,,,647,8000,4199150,0,1318.67005,102,,0,106962,160
8/10/2010,,,209,,,,813,7700,4206850,0,1318.67005,125,,0,133119,154
9/10/2010,,,243,,,,750,7900,4214750,0,1318.67005,154,,0,142978,158
10/10/2010,,,185,,,,623,8900,4223650,0,1318.67005,113,,0,112246,178
11/10/2010,,,183,,,,631,7950,4231600,1.09E-06,1318.67005,110,,0,104397,159
12/10/2010,,,197,,,,646,7750,4239350,0,1363.092897,129,,0,108305,155
13/10/2010,,,188,,,,926,8800,4248150,0.35,1378.028165,125,,0,153068,176
14/10/2010,,,162,,,,634,10250,4258400,0,1378.028165,104,,0,116607,205
15/10/2010,,,151,,,,581,8850,4267250,0,1378.028165,97,,0,94119,177
16/10/2010,,,183,,,,933,12900,4280150,0,1378.028165,112,,0,146797,258
17/10/2010,,,187,,,,752,13500,4293650,0,1378.028165,112,,0,131625,270
18/10/2010,,,330,,,,947,12450,4306100,0.02,1378.028165,206,,0,182936,249
19/10/2010,,,668,,,,1408,12800,4318900,0,1378.028165,466,,0,298121,256
20/10/2010,,,449,,,,1183,13200,4332100,0,1378.028165,296,,0,229326,264
21/10/2010,,,366,,,,994,9300,4341400,0.00776615,1962.491093,235,,0,180774,186
22/10/2010,,,448,,,,972,7700,4349100,0,2149.021815,284,,0,194425,154
23/10/2010,,,342,,,,835,8750,4357850,0.05,2149.021815,227,,0,157944,175
24/10/2010,,,347,,,,851,10250,4368100,0,2149.021815,201,,0,161575,205
25/10/2010,,,207,,,,752,10150,4378250,0,2149.021815,135,,0,133369,203
26/10/2010,,,277,,,,866,12050,4390300,0,2149.021815,206,,0,153234,241
27/10/2010,,,355,,,,1117,10650,4400950,0,2149.021815,245,,0,193688,213
28/10/2010,,,267,,,,998,10950,4411900,0,2149.021815,184,,0,159470,219
29/10/2010,,,244,,,,848,11150,4423050,0,2149.021815,148,,0,162752,223
30/10/2010,,,174,,,,659,12600,4435650,0,2186.431143,98,,0,119897,252
31/10/2010,,,128,,,,572,8950,4444600,0,3091.73689,62,,0,96862,179
1/11/2010,,,174,,,,597,8850,4453450,0,3091.73689,88,,0,102885,177
2/11/2010,,,110,,,,458,8800,4462250,0,3091.73689,57,,0,79084,176
3/11/2010,,,157,,,,574,9500,4471750,0,3091.73689,81,,0,99075,190
4/11/2010,,,141,,,,607,10050,4481800,0,3091.73689,63,,0,103257,201
5/11/2010,,,223,,,,835,10950,4492750,0,3091.73689,103,,0,154535,219
6/11/2010,,,176,,,,596,10900,4503650,0,3091.73689,98,,0,115244,218
7/11/2010,,,210,,,,690,12050,4515700,0,3091.73689,86,,0,127295,241
8/11/2010,,,240,,,,1571,13750,4529450,0.83,3091.73689,113,,0,232253,275
9/11/2010,,,192,,,,648,10850,4540300,0,3670.915068,93,,0,118595,217
10/11/2010,,,194,,,,651,10150,4550450,0,4536.353723,111,,0,111452,203
11/11/2010,,,176,,,,601,10950,4561400,0,4536.353723,85,,0,111768,219
12/11/2010,,,117,,,,456,8450,4569850,0,4536.353723,52,,0,79065,169
13/11/2010,,,120,,,,579,11150,4581000,0,4536.353723,52,,0,99392,223
14/11/2010,,,160,,,,901,12750,4593750,0,4536.353723,80,,0,143607,256
15/11/2010,,,4671,,,,4395,9950,4603700,0.48,4536.353723,3818,,0,1757332,200
16/11/2010,,,8908,,,,3365,9850,4613550,0,4536.353723,2678,,0,2157868,197
17/11/2010,,,188,,,,675,12350,4625900,0,4536.353723,98,,0,124735,247
18/11/2010,,,1237,,,,632,12850,4638750,0,4917.220987,91,,0,353471,257
19/11/2010,,,9482,,,,641,7500,4646250,0.08,6866.898649,103,,0,2187175,150
20/11/2010,,,9615,,,,784,5800,4652050,1,6866.898649,311,,0,2209954,116
21/11/2010,,,9904,,,,758,7000,4659050,1.04,6866.898649,210,,0,2300864,140
22/11/2010,,,180,,,,624,8150,4667200,0.56,6866.898649,109,,0,102332,163
23/11/2010,,,201,,,,660,7000,4674200,0.48,6866.898649,120,,0,105488,140
24/11/2010,,,3759,,,,963,8850,4683050,0.19,6866.898649,205,,0,973660,177
25/11/2010,,,4802,,,,912,9050,4692100,0,6866.898649,218,,0,1722713,181
26/11/2010,,,1120,,,,1197,9700,4701800,0.37,6866.898649,524,,0,371264,194
27/11/2010,,,265,,,,822,9000,4710800,0.02,6866.898649,183,,0,134152,180
28/11/2010,,,282,,,,706,8600,4719400,0,6866.898649,223,,0,123021,172
29/11/2010,,,245,,,,900,10450,4729850,0.03,6866.898649,146,,0,144629,209
30/11/2010,,,252,,,,797,10100,4739950,0.01,7166.724542,162,,0,130423,202
1/12/2010,,,324,,,,1109,9400,4749350,0.04,8078.195258,239,,0,163462,188
2/12/2010,,,272,,,,812,9400,4758750,0.06,8078.195258,177,,0,130957,188
3/12/2010,,,195,,,,881,9450,4768200,0.01,8078.195258,122,,0,129579,189
4/12/2010,,,189,,,,729,11450,4779650,0.01090727,8078.195258,123,,0,132717,229
5/12/2010,,,195,,,,695,11950,4791600,0.03,8078.195258,127,,0,116906,239
6/12/2010,,,224,,,,734,12050,4803650,0.04518713,8078.195258,145,,0,121217,241
7/12/2010,,,334,,,,1142,11950,4815600,0.08214637,8078.195258,218,,0,179980,239
8/12/2010,,,285,,,,903,11900,4827500,0.04,8078.195258,204,,0,148383,238
9/12/2010,,,263,,,,835,11150,4838650,0.03727261,8227.928155,170,,0,145154,223
10/12/2010,,,226,,,,636,7350,4846000,0.07,12251.99976,160,,0,103537,147
11/12/2010,,,375,,,,1070,8750,4854750,0.11724798,12251.99976,282,,0,168503,175
12/12/2010,,,472,,,,1194,8550,4863300,0.14857412,12251.99976,381,,0,180244,171
13/12/2010,,,505,,,,1676,7050,4870350,0.31147648,12251.99976,399,,0,247259,141
14/12/2010,,,482,,,,1131,8550,4878900,0.04892339,12251.99976,320,,0,176901,171
15/12/2010,,,446,,,,1093,9800,4888700,0.06743052,12251.99976,274,,0,180096,196
16/12/2010,,,358,,,,949,8650,4897350,0.10356946,12251.99976,240,,0,153159,173
17/12/2010,,,296,,,,796,8300,4905650,0.23443294,12251.99976,182,,0,163711,166
18/12/2010,,,338,,,,858,8050,4913700,0.06653564,12251.99976,260,,0,140347,161
19/12/2010,,,367,,,,1088,9200,4922900,0.11564519,12251.99976,250,,0,190171,184
20/12/2010,,,773,,,,1461,7950,4930850,0.06699317,12251.99976,645,,0,268516,159
21/12/2010,,,434,,,,1088,9750,4940600,0.11,12606.85638,335,,0,181962,195
22/12/2010,,,502,,,,1210,7900,4948500,0.17743052,14484.16236,390,,0,194024,158
23/12/2010,,,374,,,,1018,7250,4955750,0.06,14484.16236,292,,0,162200,145
24/12/2010,,,383,,,,851,7400,4963150,0.07829328,14484.16236,319,,0,148131,148
25/12/2010,,,466,,,,1076,8400,4971550,0.06743052,14484.16236,405,,0,167375,168
26/12/2010,,,439,,,,1028,7250,4978800,0.09564519,14484.16236,366,,0,166179,145
27/12/2010,,,360,,,,1140,8300,4987100,0.07664517,14484.16236,282,,0,183541,166
28/12/2010,,,492,,,,1030,8450,4995550,0.10339267,14484.16236,402,,0,188283,169
